idiom_id_lang;idiom_id;idiom_string;CQL;List_most_common (1 = yes, 0 = no);nr_languages_found;language;domain_id;domain_name;superdomain;subdomain;idiom_frequency;idiom_frequency_per_mill;corpus_size;idiom_syntactic_type;source_volume;description_english;comment 
p01fr;p01;tirer son chapeau à qqn.;"[tag=""DET.*""] [lemma_lc=""chapeau""] context [lemma=""tirer""] (-10..10,-KWIC) context [lemma=""à|au|aux""] (-10..10,-KWIC)";1;59;fr;p;gestures_postures_facial_expressions;culture;semiotized_gestures;3556;0.31;11444973582;verb_idiom;Vol_II;‘to have great respect for someone and express one’s admiration for their ability or achievement’;
p02fr;p02;(se) retrousser les manches  (de chemise)/retrousser ses manches;"[tag=""DET.*""] [lemma=""manche""] context [lemma_lc=""retrousser""] (-5..5,-KWIC)";1;67;fr;p;gestures_postures_facial_expressions;culture;semiotized_gestures;8932;0.78;11444973582;verb_idiom;Vol_II;"‘to be ready and willing to set about hard work; to prepare oneself for a difficult task";
p05fr;p05;montrer/désigner/pointer du doigt à qqn.;"[tag=""PRP:det""] [lemma_lc=""doigt""] [lemma_lc=""à|au|aux""]? context [lemma=""montrer|désigner|pointer""] (-5..5,-KWIC) Hide sub-hits ";1;NA;fr;p;gestures_postures_facial_expressions;culture;semiotized_gestures;60126;5.52;11444973582;verb_idiom;Vol_II;"‘to blame someone for a mistake or blunder they have made; to identify someone as the guilty person, to denounce them in public for their behavior’";""" Montrer qch du doigt"" is the more common idiomatic contruction according to dictionaries. "
p09fr;p09;tourner le dos à qqn./qqc.;"[tag=""DET.*""] [lemma_lc=""dos""] context [lemma=""tourner""] (-5..5,-KWIC) context [lemma=""à""] (-5..5,-KWIC)";1;62;fr;p;gestures_postures_facial_expressions;culture;semiotized_gestures;22723;1.99;11444973582;verb_idiom;Vol_II;"‘to turn away from someone, something; to refuse to help someone; to stop being involved in something; to forsake or abandon someone, something’";
p10fr;p10;accueillir/recevoir qqn. à bras ouverts;"[lemma_lc=""à""] [lemma_lc=""bras""] [lemma_lc=""ouvert""] context [lemma=""accueillir|recevoir""] (-5..5,-KWIC)";1;57;fr;p;gestures_postures_facial_expressions;culture;semiotized_gestures;2725;0.24;11444973582;verb_idiom;Vol_II;"‘to accept, greet with great willingness; to show that one is very happy to see or meet someone or to have them as part of their group etc.’";
p17fr;p17;fourrer/mettre son nez dans qqc;"[tag=""DET.*""] [lemma_lc=""nez""] [lemma_lc=""dans""] context [lemma=""fourrer|mettre""] (-5..5,-KWIC)";1;56;fr;p;gestures_postures_facial_expressions;culture;facial expressions/body postures ;5819;0.51;11444973582;verb_idiom;Vol_II;"‘to meddle curiously in other persons’ affairs; to take an inquisitive interest in things that do not concern oneself and become absorbed in it’";
r01fr;r01;(se mettre)/serrer la ceinture;"[tag=""DET.*""] [lemma_lc=""ceinture""] context [lemma=""serrer""] (-5..5,-KWIC)";1;52;fr;r;physical_reactions_sensations;natural_phenomena;bodily_reactions;8416;0.74;11444973582;verb_idiom;Vol_II;"‘to make economies, live frugally and use fewer resources when food or money is scarce; to start in earnest on an activity; to make financialsacrifices or cut back on spending´";"leave out ""mettre"": is more used in a literal sense"
r03fr;r03;en un clin d’oeil  / rapide comme un clignement d’œil ;"[lemma_lc=""rapide""]? [lemma_lc=""en|comme""] [tag=""DET.*""] [lemma_lc=""clin|clignement""] [lemma_lc=""de""] [lemma_lc=""œil""] Hide sub-hits ";1;50;fr;r;physical_reactions_sensations;natural_phenomena;bodily_reactions;13893;1.21;11444973582;adverbial_idiom;Vol_II;‘in an instant, in a very short time, surprisingly quickly’;“in a wink of eye”, “quick as a winking of eye”
r08fr;r08;avoir les pieds sur terre;"[lemma_lc=""le""] [lemma_lc=""pied""] [lemma_lc=""sur""] [lemma_lc=""terre""] context [lemma=""avoir""] (-5..-1)";0;NA;fr;r;physical_reactions_sensations;natural_phenomena;bodily_reactions;3536;0.31;11444973582;verb_idiom;Vol_II;"‘to have a sensible and practical attitude to life; to be able to cope with life, to be free from fanciful, impractical ideas’";probably also literal occurences, only left context because verbs are frequent.
r09fr;r09;verser du sel sur les plaies;"[tag=""PRP:det""] [lemma_lc=""sel""] [lemma_lc=""sur""] [tag=""DET.*""] [lemma_lc=""plaie""]";0;NA;fr;r;physical_reactions_sensations;natural_phenomena;pain_and_sorrow;116;0.01;11444973582;verb_idiom;Vol_II;"‘to intentionally increase someone’s pain or shame; to make a difficult situation even worse for someone; to add deliberately to someone’s misery’";
r17fr;r17;du baume au cœur;"[tag=""PRP:det""] [lemma_lc=""baume""] [tag=""PRP:det""] [lemma_lc=""cœur""]";0;NA;fr;r;physical_reactions_sensations;natural_phenomena;pain_and_sorrow;4960;0.43;11444973582;verb_idiom;Vol_II;‘something felt to be pleasant, healing and soothing, if one is in an emotional depth’;
r18fr;r18;(c’est) trop beau pour être vrai;"[lemma_lc=""trop""] [lemma_lc=""beau""] [lemma_lc=""pour""] [lc=""être|etre""] [lemma_lc=""vrai""]";0;NA;fr;r;physical_reactions_sensations;natural_phenomena;pain_and_sorrow;4700;0.41;11444973582;verb_idiom;Vol_II;"‘this is so good or excellent that it defies belief, there is no way it could be true; it exceeds all expectations but probably cannot be realized’";"leave out ""c'est"""
s03fr;s03;avoir un coeur d’or;"[lemma_lc=""cœur""] [lemma_lc=""de""] [lemma_lc=""or""]";1;48;fr;s;human_body;natural_phenomena;heart_head_nerves_skin;3112;0.27;11444973582;noun_idiom;Vol_II;"‘to have a good and generous character; to be a friendly, helpful, forgiving person whose qualities are much appreciated’";changed from verb idiom to noun idiom 
s04fr;s04;perdre la tête;"[lemma_lc=""perdre""] [lemma_lc=""le""] [lemma_lc=""tête""]";1;60;fr;s;human_body;natural_phenomena;heart_head_nerves_skin;13087;1.14;11444973582;verb_idiom;Vol_II;‘to lose one’s power of reasoning, to become so excited or confused that one gets into a panic and behaves irrationally’;
s06fr;s06;taper sur les nerfs à qqn. /donner sur les nerfs de qqn. ;"[lemma_lc=""sur""] [lemma_lc=""le""] [lemma_lc=""nerf""] [lemma_lc=""de|à""] context [lemma=""donner|taper""] (-5..-1)";1;60;fr;s;human_body;natural_phenomena;heart_head_nerves_skin;461;0.04;11444973582;verb_idiom;Vol_II;"‘to annoy or disturb someone constantly; to exasperate someone by the repetition of some irritating action; to be a nuisance’";“to type on the nerves to sb.”, “to give on sb.’s nerves”
s07fr;s07;sauver sa (propre) peau;"[tag=""DET:POS"" | tag=""(NOM|NAM)""] [lemma_lc=""propre""]? [lemma=""peau""] context [lemma=""sauver""] (-5..-1)";1;53;fr;s;human_body;natural_phenomena;heart_head_nerves_skin;7887;0.69;11444973582;verb_idiom;Vol_II;"‘to protect oneself from danger or difficulties, without worrying about other people; to escape from a disagreeable predicament’";"added ""propre"""
s10fr;s10;avoir les mains liées / les mains sont liées à qqn.;"([tag=""DET.*""] [lemma_lc=""main""] [lemma_lc=""lier""] ) | ([tag=""DET.*""] [lemma_lc=""main""] [lemma_lc=""être""] [lemma_lc=""lier""] [lemma_lc=""à""] )";1;48;fr;s;human_body;natural_phenomena;hands_and_face_parts;2034;0.18;11444973582;verb_idiom;Vol_II;"‘to be unable to act because of some restrictions or hindrances; to have obligations which severely restrict one’s actions and freedom’";
s12fr;s12;à l’oeil nu;"[lemma_lc=""à""] [lemma_lc=""le""]? [lemma_lc=""œil""] [lemma_lc=""nu""]";0;NA;fr;s;human_body;natural_phenomena;hands_and_face_parts;12802;1.12;11444973582;adverbial_idiom;Vol_II;‘(to see something) without using any artificial help, without an optical ninstrument such as binoculars, microscope or telescope’;
a16ge;a16;das/ein kleinere Übel;"[tag=""ART.*""] [lemma_lc=""klein"" & tag=""ADJA.Comp.*""] [lemma_lc=""Übel""]";1;49;ge;a;ancient_sources;intertextuality;proverbial_phrases_antiquity;8280;0.42;19808173163;noun_idiom;Vol_I;"‘the somewhat less unpleasant of two poor choices; the option with the smaller disadvantage’";
a17ge;a17;die Würfel sind gefallen;"[lc=""die""] [lc=""Würfel""] [lc=""sind""] [lc=""gefallen""]";1;49;ge;a;ancient_sources;intertextuality;proverbial_phrases_antiquity;1851;0.09;19808173163;sentence_idiom;Vol_I;"‘an important decision about the future has been made or something important has happened, and there is no turning back; an irrevocable step has been taken’";"Very fixed expression, therefor choose ""word"" instead of lemma"
a20ge;a20;Öl ins Feuer gießen;"[lemma_lc=""Öl""] [lemma_lc=""in""] [lemma_lc=""Feuer""] context [lemma=""gießen""] (-10..10,-KWIC)";1;59;ge;a;ancient_sources;intertextuality;proverbial_phrases_antiquity;5135;0.26;19808173163;verb_idiom;Vol_I;‘to make a difficult situation even worse, exaggerating a conflict, to aggravate someone’s rage’;"When using only ""Öl ins feuer, there were variants such as ""schüttete"". "
b03ge;b03;im Schweiße seines Angesichts;"[lemma_lc=""in""] [lemma_lc=""Schweiß""] [tag=""PRO.Poss.*"" | tag=""N.Poss.*""] [lemma_lc=""Angesicht""]";1;59;ge;b;bible ;intertextuality;old_testament;2332;0.12;19808173163;adverbial_idiom;Vol_I;"‘by very hard work, either physical or mental; very toilsome; with the greatest effort’";
b08ge;b08;das schwarze Schaf (in der Familie);"[tag=""ART.*""] [lemma_lc=""schwarz""] [lemma_lc=""Schaf""] [lemma_lc=""in""]? [lemma_lc=""der""]? [lemma_lc=""Familie""]? Hide sub-hits ";1;49;ge;b;bible ;intertextuality;old_testament;9786;0.49;19808173163;noun_idiom;Vol_I;"‘an odd or disreputable member of a group; someone who is very different from the rest of his/her family, group or society and considered worthless by them because s/he is less successful or more contemptible than the rest’";
b20ge;b20;seine Hände in Unschuld waschen;"[tag=""PRO\.Poss.*""] [lemma_lc=""Hand""] [lemma_lc=""in""] [lemma_lc=""Unschuld""] context [lemma=""waschen""] (-10..10,-KWIC)
";1;54;ge;b;bible ;intertextuality;old_and_new_testament;1907;0.1;19808173163;verb_idiom;Vol_I;"to absolve oneself from responsibility; to declare that one no longer wishes to be involved in a matter and will therefore not be implicated in the outcome of events; to refuse to take any further part in an endeavor’";
b23ge;b23;jmdn. unter seine Fittiche nehmen ;"[tag=""N.*""] [lemma_lc=""unter""] [tag=""N.*"" | tag=""PRO\..*""] [lemma_lc=""Fittich""] context [lemma=""nehmen""] (-10..10,-KWIC)";1;62;ge;b;bible ;intertextuality;old_and_new_testament;3294;0.17;19808173163;verb_idiom;Vol_I;"‘to help and protect someone, especially someone who is younger or less experienced; to provide someone with friendly encouragement or protection’";
b29ge;b29;die Spreu vom Weizen trennen;"[tag=""ART.*""] [lemma_lc=""Spreu""] [lemma_lc=""von""] [lemma_lc=""Weizen""] context [lemma=""trennen""] (-10..10,-KWIC)";1;52;ge;b;bible ;intertextuality;new_testament;12429;0.63;19808173163;verb_idiom;Vol_I;‘to decide which things or people in a group are good or necessary, and which are not, to distinguish valuable from worthless’;
b34ge;b34;auf Sand bauen/gebaut haben;" [lemma_lc=""auf""] [lemma_lc=""Sand""] context [lemma=""bauen""] (-10..10,-KWIC)";1;52;ge;b;bible ;intertextuality;new_testament;3275;0.17;19808173163;verb_idiom;Vol_I;‘to have no secure foundation and therefore to be likely to collapse or come to an end’;
c14ge;c14;sich die Haare raufen;"[tag=""ART.*""] [lemma_lc=""Haar""] context [lemma=""raufen""] (-5..5,-KWIC)";1;62;ge;c;ancient_sources;intertextuality;ancient_textual_sources_and_other_sources;4640;0.23;19808173163;verb_idiom;Vol_I;"‘to be unbearably frustrated or worried about something; to show extreme desperation, to be in deep despair; to be horrified’";
c25ge;c25;Tag und Nacht;"[lc=""Tag""] [lc=""und""] [lc=""Nacht""]";1;69;ge;c;ancient_sources;intertextuality;ancient_textual_sources_and_other_sources;76828;3.88;19808173163;adverbial_idiom;Vol_I;"‘all the time; around the clock, continually, perpetually’";
c26ge;c26;von Kopf bis Fuß;"[lemma_lc=""von""] [lemma_lc=""Kopf""] [lemma_lc=""bis""] [lemma_lc=""Fuß""]";1;62;ge;c;ancient_sources;intertextuality;ancient_textual_sources_and_other_sources;20584;1.04;19808173163;adverbial_idiom;Vol_I;"‘1. from top to bottom; the whole of someone’s body; 2. completely, totally; through and through’";
e03ge;e03;den Stier bei den Hörnern packen/ fassen;"[tag=""ART.*""] [lemma_lc=""Stier""] [lemma_lc=""bei""] [tag=""ART.*"" | tag=""PRO\..*""] [lemma_lc=""Horn""] context [lemma=""packen|fassen""] (-10..10,-KWIC)";1;55;ge;e;proverbs;intertextuality;medieval_proverb_collections;560;0.03;19808173163;verb_idiom;Vol_I;"‘to deal fearlessly with a problem; to act decisively and with determination in order to deal with a difficult situation’";
e05ge;e05;die Katze im Sack kaufen;"[lemma_lc=""Katze""] [lemma_lc=""in""] [lemma_lc=""Sack""] context [lemma=""kaufen""] (-10..10,-KWIC)";1;48;ge;e;proverbs;intertextuality;medieval_proverb_collections;6508;0.33;19808173163;verb_idiom;Vol_I;"‘to buy or accept something without inspecting or thinking about it carefully first; with the result that one gets something that one does not want; to make an uninformed decision’";
e09ge;e09;mit dem Kopf durch die Wand (rennen/laufen/gehen) wollen;"[lemma_lc=""mit""]? [tag=""ART.*""]? [lemma_lc=""Kopf""] [lemma_lc=""durch""] [tag=""ART.*""]? [lemma_lc=""Wand""] context [lemma=""rennen|laufen|gehen|wollen""] (-10..10,-KWIC) Hide sub-hits ";1;50;ge;e;proverbs;intertextuality;medieval_proverb_illustrations;2429;0.12;19808173163;verb_idiom;Vol_I;"‘to waste one’s time and energy attempting the impossible and get
frustrated by doing so; to make fruitless endeavors in a hopeless enterprise (even using force)’";
e10ge;e10;bis an die Zähne bewaffnet (sein);"[lemma_lc=""bis""] [lemma_lc=""an""] [lemma_lc=""die""] [lemma_lc=""Zahn""] context [lemma=""bewaffnen""] (-10..10,-KWIC)";1;46;ge;e;proverbs;intertextuality;medieval_proverb_illustrations ;1276;0.06;19808173163;verb_idiom;Vol_I;"‘to possess a lot of weapons or any effective weapon; to be overly well equipped or prepared’";
e17ge;e17;zum einen Ohr hinein, zum anderen (wieder) hinausgehen;"[lc=""zum""] [lc=""einen""] [lemma_lc=""Ohr""] [lemma_lc=""hinein"" | lemma_lc=""rein""]";1;48;ge;e;proverbs;intertextuality;medieval_literary_texts;402;0.02;19808173163;verb_idiom;Vol_I;"‘(of advice, instructions, etc.) to be heard without making any lasting impression on the listener; to be utterly ignored and unheeded, not to be taken note of intentionally’";
e21ge;e21;mit dem Feuer spielen,;"[lemma_lc=""mit""] [tag=""ART.*""]? [lemma_lc=""Feuer""] context [lemma=""spielen""] (-10..10,-KWIC)";1;64;ge;e;proverbs;intertextuality;medieval_literary_texts;4396;0.22;19808173163;verb_idiom;Vol_I;‘to take needless risks in a situation that one knows is dangerous, to meddle with something that is potentially dangerous or harmful’;
f05ge;f05;die Höhle des Löwen ;"[tag=""ART.*""] [lemma_lc=""Höhle""] [tag=""ART.*""] [lemma_lc=""Löwe""]";0;NA;ge;f;fables_folk_narratives;intertextuality;aesopic_types ;3376;0.17;19808173163;verb_idiom;Vol_I;"‘to expose oneself to great danger by entering an opponent’s territory; to go and see someone who has power or authority over you and tell them what you want or why you disagree with them’";"only use noun idiom ""lion's den"" The verb can be varies and otherwise frequency in English is less 0.01."
f08ge;f08;im Trüben fischen;"[lc=""im""] [lc=""trüben""] context [lemma=""fischen""] (-10..10,-KWIC)";1;51;ge;f;fables_folk_narratives;intertextuality;aesopic_types ;1927;0.1;19808173163;verb_idiom;Vol_I;‘to try to take advantage of a confused situation, to make capital out of someone else’s misfortune using dubious methods’;“to fish in the muddy”
f14ge;f14;eine (Steck)nadel im Heuhaufen (suchen);"[tag=""ART.*""] [lemma_lc=""Nadel"" | lemma_lc=""Stecknadel""] [lemma_lc=""in""] [lemma_lc=""Heuhaufen""] context [lemma=""suchen""] (-10..10,-KWIC)";1;60;ge;f;fables_folk_narratives;intertextuality;jests_and_comical tales;1172;0.06;19808173163;verb_idiom;Vol_I;"‘to try to find something very small that is lost among many other
things; to look for something that is impossible to find; to be bothered with searching without any prospect of success’";
f24ge;f24;wie Hund und Katz(e) leben/sein;"[lemma_lc=""wie""] [lemma_lc=""hund""] [lemma_lc=""und""] [lemma_lc=""Katz |Katze""] context [lemma=""leben|sein""] (-2..2,-KWIC)";1;68;ge;f;fables_folk_narratives;intertextuality;animal_tales;220;0.01;19808173163;verb_idiom;Vol_I;"‘(of two people who know each other well) to frequently have violent
arguments with each other, to keep quarrelling and get very angry with each other most of the time’";For F take 2 from each source (Animal tales, aesopic fables, jests) leave out fairy tales because they are not used in many languages French not very common  
f25ge;f25;Katz und Maus spielen mit jmdm;"[lemma_lc=""Katz(e)?""] [lemma_lc=""und""] [lc=""Maus""] context [lemma=""spielen""] (-10..10,-KWIC) context [lemma=""mit""] (-10..10,-KWIC)";1;54;ge;f;fables_folk_narratives;intertextuality;animal_tales;2282;0.12;19808173163;verb_idiom;Vol_I;"‘to stall someone off, letting him/her wait for a (negative) decision; to alternate harshness and leniency in one’s treatment of a helpless victim; to manipulate an opponent in a way alternately designed to provoke and spoil him’";leave out mit
f27ge;f27;Krokodilstränen ;"[lemma_lc=""Krokodil(s)?träne""]";1;55;ge;f;fables_folk_narratives;intertextuality;animal_tales;4133;0.21;19808173163;verb_idiom;Vol_I;"‘to show false or pretended sadness, to display insincere grief; to pretend that one is weeping’";"leave out ""weep"" since crocodile tear in itself are idiomatic and in some languages the notion of ""weep "" is not included. The distribution of frequencies was similar "
i01ge;i01;schwarz auf weiß;"lemma_lc=""schwarz"" & tag=""ADJ.*""] [lemma_lc=""auf""] [lemma_lc=""weiß"" & tag=""ADJ.*""]";1;61;ge;i;intellectual_technical_achievements;culture;writing_reading;10860;0.55;19808173163;adverbial_idiom;Vol_II;"‘1. reduced to writing; written down or in print, and therefore official; written proof of something; 2. written down or in print, and therefore very clear, in a comprehensive manner’";"word_lc because of different inflections in ""weiß"" weiße"
i03ge;i03;zwischen den Zeilen lesen;"[lemma_lc=""zwischen""] [lemma_lc=""die""] [lemma_lc=""Zeile""] context [lemma=""lesen""] (-10..10,-KWIC)";1;58;ge;i;intellectual_technical_achievements;culture;writing_reading;10626;0.54;19808173163;verb_idiom;Vol_II;"‘to understand or deduce the real meaning of something; to perceive a hidden message or additional information, even though it is not stated explicitly’";
i05ge;i05;etwas an den (fünf) Fingern abzählen können/an einer Hand;"[lemma_lc=""an""] [tag=""ART.*""]? [lemma_lc=""fünf""]? [lemma_lc=""Finger|Hand""] context [lemma=""abzählen""] (-10..10,-KWIC) context [lemma=""können""] (-10..10,-KWIC) Hide sub-hits ";1;52;ge;i;intellectual_technical_achievements;culture;writing_reading;5431;0.27;19808173163;verb_idiom;Vol_II;‘it is a very small number, there are surprisingly few of certain things’;“to be able to count sth. on the (five) fingers”
i09ge;i09;das Rad neu erfinden;"[lc=""das""] [lemma_lc=""Rad"" & tag=""N.*Sg.*""] context [lemma=""neu""] (-10..10,-KWIC) context [lemma=""erfinden""] (-10..10,-KWIC)";0;NA;ge;i;intellectual_technical_achievements;culture;inventions;16032;0.81;19808173163;verb_idiom;Vol_II;"‘to waste time and effort in creating something that already exists orredoing work when it has already been done satisfactorily; to rethink an already working system, method, etc. that has long been accepted and even taken for granted’";
i16ge;i16;jmdm. grünes Licht geben;"[lemma_lc=""grün""] [lemma_lc=""Licht""] context [lemma=""geben""] (-10..10,-KWIC)";1;59;ge;i;intellectual_technical_achievements;culture;inventions;27250;1.38;19808173163;verb_idiom;Vol_II;‘to encourage or allow someone to proceed, to give someone permission to do something that they were planning to do or have asked to do’;
i18ge;i18;auf der gleichen/einer Wellenlänge liegen/sein (mit jmdm.);"[lemma_lc=""auf""] [tag=""ART.*""]? [lemma_lc=""gleich""]? [lemma_lc=""Wellenlänge""] context [lemma=""sein|liegen""] (-5..5,-KWIC)";0;NA;ge;i;intellectual_technical_achievements;culture;inventions;5891;0.3;19808173163;verb_idiom;Vol_II;"‘to have similar ideas, interests, and opinions (to another person’s); to understand each other very well’";
k04ge;k04;der Teufel steckt im Detail;"[lemma_lc=""in""] [lemma_lc=""Detail""] context [lemma=""Teufel""] (-10..10,-KWIC)";0;NA;ge;k;special_concepts_world;culture;folk_belief;7463;0.38;19808173163;sentence_idiom;Vol_II;‘something looks easy to do but to carry it out proves much more difficultdue to small details that are overlooked and can cause serious problems’;
k10ge;k10;die Ironie des Schicksals;"[lemma_lc=""Ironie""] [lemma_lc=""die""] [lemma_lc=""Schicksal""]";0;NA;ge;k;special_concepts_world;culture;folk_belief;4566;0.23;19808173163;noun_idiom;Vol_II;‘a paradoxical constellation that looks as if fate would be involved, a disastrous surprise without clear human intervention (said whensomething is surprisingly different than planned, when the opposite of what one had hoped for occurs)’;
k13ge;k13;ein schwarzer Tag;"[tag=""ART.*""] [lemma_lc=""schwarz""] [lemma_lc=""Tag""]";1;60;ge;k;special_concepts_world;culture;folk_belief;4496;0.23;19808173163;noun_idiom;Vol_II;‘a day full of failures or disasters, when something very sad or unpleasant happens’;
k20ge;k20;bis zum letzten Atemzug;"[lemma_lc=""bis""] [lemma_lc=""zu""] [lc=""letzten""] [lemma_lc=""Atemzug""]";1;53;ge;k;special_concepts_world;culture;birth_and_death;2548;0.13;19808173163;adverbial_idiom;Vol_II;‘to the utmost, until the very end’;
k21ge;k21;sein eigenes Grab schaufeln/ sich selbst sein Grab graben;"[lemma_lc=""eigen""] [lemma_lc=""Grab""] context [lemma=""schaufeln|graben""] (-10..10,-KWIC)";1;61;ge;k;special_concepts_world;culture;birth_and_death;2071;0.1;19808173163;verb_idiom;Vol_II;‘to put oneself in a difficult situation by doing something wrong or making foolish mistakes, to bring about one’s own ruin or downfall and seriously harm oneself’;“to shovel one’s own grave”
k23ge;k23;er/sie würde sich im Grabe umdrehen;"[lemma_lc=""Grab""] context [lemma=""in""] (-10..10,-KWIC) context [lemma=""umdrehen""] (-10..10,-KWIC)";1;57;ge;k;special_concepts_world;culture;birth_and_death;3023;0.15;19808173163;sentence_idiom;Vol_II;‘someone (a dead person) would be very angry or upset about something which is happening now, if they were still alive to experience it’;
m03ge;m03;die Kehrseite der Medaille/die andere Seite der Medaille;"([tag=""ART.*""] [lemma_lc=""Kehrseite""] [lemma_lc=""die""] [lemma_lc=""Medaille""] ) | ([tag=""ART.*""] [lemma_lc=""andere""] [lemma_lc=""Seite""] [lemma_lc=""die""] [lemma_lc=""Medaille""] )";1;55;ge;m;material_culture_money_living;culture;money_trade_commerce;4476;0.23;19808173163;noun_idiom;Vol_II;"‘a completely different and perhaps contradictory aspect or attitude of a subject or situation; one of two differing views, showing the disadvantages of something that is actually advantageous’";
