"X","Unnamed..0","Unnamed..0.1","idiom_id_only","idiom_id","language_id","domain_id","super_domain_name","domain_name","Reference","Left","KWIC","Right","sentence_clean","context_clean","NLP_town_stars_context_window","NLP_town_stars_sentence","Cardiff_NLP_context_window","Cardiff_NLP_sentence","relative_frequency"
168802,168802,"c26fr_5884","c26","c26fr","fr","c","intertextuality","ancient_sources","chocoforum.com","tête, il pût jeter un rapide coup d''œil aux habits de sa maîtresse. </s><s> Il savait qu''il était impoli de dévisager quelqu''un","des pieds à la tête",", c''est pour ça que le coup d''œil fut rapide. </s><s> Il constata que sa robe à manches longues était d''un joli vert. </s><s> Il n''eut pas le","Il savait qu''il était impoli de dévisager quelqu''un des pieds à la tête , c''est pour ça que le coup d''œil fut rapide.","tête, il pût jeter un rapide coup d''œil aux habits de sa maîtresse.  Il savait qu''il était impoli de dévisager quelqu''un des pieds à la tête , c''est pour ça que le coup d''œil fut rapide.  Il constata que sa robe à manches longues était d''un joli vert.  Il n''eut pas le",2,2,-1,-1,1.2670190888694e-06
167979,167979,"c26fr_5061","c26","c26fr","fr","c","intertextuality","ancient_sources","goldsaints.com",". </s><s> Je compris immédiatement qu''elle en était la cause : assis sur son trône en or, Marius était couvert d''un sang noirâtre","des pieds à la tête",". </s><s> Ce qui signifiait qu''il avait supprimé un membre de notre propre race. </s><s> ""Avancez, frères de Szeged"" ordonna-t-il de sa","Je compris immédiatement qu''elle en était la cause : assis sur son trône en or, Marius était couvert d''un sang noirâtre des pieds à la tête .",".  Je compris immédiatement qu''elle en était la cause : assis sur son trône en or, Marius était couvert d''un sang noirâtre des pieds à la tête .  Ce qui signifiait qu''il avait supprimé un membre de notre propre race.  ""Avancez, frères de Szeged"" ordonna-t-il de sa",1,1,-1,-1,1.2670190888694e-06
164435,164435,"c26fr_1517","c26","c26fr","fr","c","intertextuality","ancient_sources","forumactif.org","Pranamaya kosha </s><s> En effet Pépère ! Mais justement si alors ... </s><s> M''asseoir en face ... La femme était voilée toute en noir,","des pieds à la tête",". </s><s> Je n''ai pensé à une mariée mais c''est en fait ce qu''elle/je ? dois être. </s><s> Mes parents étaient quelques mètres plus loin","Mais justement si alors ...  M''asseoir en face ... La femme était voilée toute en noir, des pieds à la tête .","Pranamaya kosha  En effet Pépère ! Mais justement si alors ...  M''asseoir en face ... La femme était voilée toute en noir, des pieds à la tête .  Je n''ai pensé à une mariée mais c''est en fait ce qu''elle/je ? dois être.  Mes parents étaient quelques mètres plus loin",2,2,-1,-1,1.2670190888694e-06
166963,166963,"c26fr_4045","c26","c26fr","fr","c","intertextuality","ancient_sources","pottermagicworld.net","ouvrit sur une large cour verdoyante et un portier souriant. </s><s> -"" Sabah el-kheir ! "" S''exclama l''homme, habillé de blanc","de la tête aux pieds","et le crâne ceint d''un keffieh rouge sang. </s><s> -"" Sabah... vous même. </s><s> "" Marmonna Azulay en passant devant le portier sans le","S''exclama l''homme, habillé de blanc de la tête aux pieds et le crâne ceint d''un keffieh rouge sang.","ouvrit sur une large cour verdoyante et un portier souriant.  -"" Sabah el-kheir ! "" S''exclama l''homme, habillé de blanc de la tête aux pieds et le crâne ceint d''un keffieh rouge sang.  -"" Sabah... vous même.  "" Marmonna Azulay en passant devant le portier sans le",1,1,-1,-1,1.2670190888694e-06
163481,163481,"c26fr_563","c26","c26fr","fr","c","intertextuality","ancient_sources","skyrock.com","? plaisanta Diane. -Oh non, je... commença-t-elle. -En tous cas, cela ne va pas du tout ! la coupa-t-elle en l''observant","des pieds à la tête",". -Je vais très bien Diane, merci, annonça-t-elle en la prenant par les épaules. </s><s> Elles sourièrent et commencèrent à","la coupa-t-elle en l''observant des pieds à la tête .","? plaisanta Diane. -Oh non, je... commença-t-elle. -En tous cas, cela ne va pas du tout ! la coupa-t-elle en l''observant des pieds à la tête . -Je vais très bien Diane, merci, annonça-t-elle en la prenant par les épaules.  Elles sourièrent et commencèrent à",2,1,0,1,1.2670190888694e-06
171139,171139,"c26fr_8221","c26","c26fr","fr","c","intertextuality","ancient_sources","catbull.com","les murs barbares qui firent leur supériorité. </s><s> Après six à huit mois de ce régime disciplinaire, les jeunes gens, oints","de la tête aux pieds",", reçoivent des vêtements et un nom qu''ils doivent conserver leur vie durant, et retournent dans le village au milieu","Après six à huit mois de ce régime disciplinaire, les jeunes gens, oints de la tête aux pieds , reçoivent des vêtements et un nom qu''ils doivent conserver leur vie durant, et retournent dans le village au milieu","les murs barbares qui firent leur supériorité.  Après six à huit mois de ce régime disciplinaire, les jeunes gens, oints de la tête aux pieds , reçoivent des vêtements et un nom qu''ils doivent conserver leur vie durant, et retournent dans le village au milieu",4,4,1,-1,1.2670190888694e-06
172092,172092,"c26fr_9174","c26","c26fr","fr","c","intertextuality","ancient_sources","free.fr","et les gens normaux, ces pauvres idiots. </s><s> Bien plus tard, j''ai eu en plusieurs occasions grand plaisir à me faire saucer","de la tête aux pieds",", dehors. </s><s> Un plaisir solitaire, doublé de la joie de profiter de quelque chose dont ces cons ignorent jusqu''à l''","Bien plus tard, j''ai eu en plusieurs occasions grand plaisir à me faire saucer de la tête aux pieds , dehors.","et les gens normaux, ces pauvres idiots.  Bien plus tard, j''ai eu en plusieurs occasions grand plaisir à me faire saucer de la tête aux pieds , dehors.  Un plaisir solitaire, doublé de la joie de profiter de quelque chose dont ces cons ignorent jusqu''à l''",3,5,1,-1,1.2670190888694e-06
166292,166292,"c26fr_3374","c26","c26fr","fr","c","intertextuality","ancient_sources","gai-eros.org","et j''ai commencé à faire le même mouvement que lui sur ma propre queue. </s><s> L''effet fut immédiat, je fus envahi d''un frisson","de la tête aux pieds","et j''avais des papillons dans l''estomac. </s><s> Dans le temps qu''il le faille pour le dire, des torrents de jets visqueux et","L''effet fut immédiat, je fus envahi d''un frisson de la tête aux pieds et j''avais des papillons dans l''estomac.","et j''ai commencé à faire le même mouvement que lui sur ma propre queue.  L''effet fut immédiat, je fus envahi d''un frisson de la tête aux pieds et j''avais des papillons dans l''estomac.  Dans le temps qu''il le faille pour le dire, des torrents de jets visqueux et",2,5,1,1,1.2670190888694e-06
170761,170761,"c26fr_7843","c26","c26fr","fr","c","intertextuality","ancient_sources","forumactif.com","mieux soigner. </s><s> Mais pour découvrir que quelque chose ne fonctionne pas bien dans votre ventre, il devra vous examiner","des pieds à la tête","et vous faire passer des tas d''examens puisque vous taisez votre mal. </s><s> Il devra faire avec vous comme un vétérinaire avec","Mais pour découvrir que quelque chose ne fonctionne pas bien dans votre ventre, il devra vous examiner des pieds à la tête et vous faire passer des tas d''examens puisque vous taisez votre mal.","mieux soigner.  Mais pour découvrir que quelque chose ne fonctionne pas bien dans votre ventre, il devra vous examiner des pieds à la tête et vous faire passer des tas d''examens puisque vous taisez votre mal.  Il devra faire avec vous comme un vétérinaire avec",3,3,-1,-1,1.2670190888694e-06
166550,166550,"c26fr_3632","c26","c26fr","fr","c","intertextuality","ancient_sources","typepad.fr","bien plus efficaces puisque nous sommes allés faire du shopping dans l''outlet le plus proche. </s><s> Gildas s''est rhabillé","des pieds à la tête","ou plutôt du ventre à la tête parce qu''il n''a pas pu trouver de pantalon. </s><s> Quant a moi, pas d''habits, mais des éléments pour","Gildas s''est rhabillé des pieds à la tête ou plutôt du ventre à la tête parce qu''il n''a pas pu trouver de pantalon.","bien plus efficaces puisque nous sommes allés faire du shopping dans l''outlet le plus proche.  Gildas s''est rhabillé des pieds à la tête ou plutôt du ventre à la tête parce qu''il n''a pas pu trouver de pantalon.  Quant a moi, pas d''habits, mais des éléments pour",2,4,-1,-1,1.2670190888694e-06
165765,165765,"c26fr_2847","c26","c26fr","fr","c","intertextuality","ancient_sources","forumgratuit.fr","de ses boutons de chair. </s><s> Ce n''était qu''une caresse très légère et pourtant, un long courant de plaisir le fit frissonner","des pieds à la tête",". </s><s> Le souffle de la voix de Blaine contre son oreille lui arracha un autre soupir. </s><s> Le brun sourit, mi-amusé,","Ce n''était qu''une caresse très légère et pourtant, un long courant de plaisir le fit frissonner des pieds à la tête .","de ses boutons de chair.  Ce n''était qu''une caresse très légère et pourtant, un long courant de plaisir le fit frissonner des pieds à la tête .  Le souffle de la voix de Blaine contre son oreille lui arracha un autre soupir.  Le brun sourit, mi-amusé,",2,2,1,1,1.2670190888694e-06
193729,193729,"c26ge_4920","c26","c26ge","ge","c","intertextuality","ancient_sources","martina-uwe.de","Adrenalinkicks, gibt es natürlich auch Wellness-Wochenenden zu verschenken. </s><s> Dort können sich die Beschenkten","von Kopf bis Fuß","verwöhnen lassen und fern des Alltags die Seele baumeln lassen. </s><s> Location und Zeitraum sind auch hier frei wählbar,","Dort können sich die Beschenkten von Kopf bis Fuß verwöhnen lassen und fern des Alltags die Seele baumeln lassen.","Adrenalinkicks, gibt es natürlich auch Wellness-Wochenenden zu verschenken.  Dort können sich die Beschenkten von Kopf bis Fuß verwöhnen lassen und fern des Alltags die Seele baumeln lassen.  Location und Zeitraum sind auch hier frei wählbar,",5,4,1,1,1.03916700599373e-06
193696,193696,"c26ge_4887","c26","c26ge","ge","c","intertextuality","ancient_sources","myrobotcenter.at","hin nehmen. ma </s> <gap/> <gap/> <s> 1. Generation: Der Massage-Roboter WheeMe V1.2 in BLAU von DreamBots entspannt Sie","von Kopf bis Fuss","</s> <gap/> <s> Mehr Ansichten </s> <gap/> <s> Der WheeMe Massage-Roboter von DreamBots ist ein feiner kleiner Massageroboter auf","Generation: Der Massage-Roboter WheeMe V1.2 in BLAU von DreamBots entspannt Sie von Kopf bis Fuss    Mehr Ansichten    Der WheeMe Massage-Roboter von DreamBots ist ein feiner kleiner Massageroboter auf","hin nehmen. ma     1. Generation: Der Massage-Roboter WheeMe V1.2 in BLAU von DreamBots entspannt Sie von Kopf bis Fuss    Mehr Ansichten    Der WheeMe Massage-Roboter von DreamBots ist ein feiner kleiner Massageroboter auf",4,3,0,0,1.03916700599373e-06
193286,193286,"c26ge_4477","c26","c26ge","ge","c","intertextuality","ancient_sources","doktorfussball.de",". </s><s> Ob er damit auch den diktatorischen Sudan meinte, der UN-Vertretern Einreisevisa ablehnt, jedoch FIFA-Bonzen","von Kopf bis Fuss","verwöhnt – das ließ Sepp Blatter offen. </s><s> Da umarmte er lieber den verrückten Otto Pfister, Trainer des größten","Ob er damit auch den diktatorischen Sudan meinte, der UN-Vertretern Einreisevisa ablehnt, jedoch FIFA-Bonzen von Kopf bis Fuss verwöhnt – das ließ Sepp Blatter offen.",".  Ob er damit auch den diktatorischen Sudan meinte, der UN-Vertretern Einreisevisa ablehnt, jedoch FIFA-Bonzen von Kopf bis Fuss verwöhnt – das ließ Sepp Blatter offen.  Da umarmte er lieber den verrückten Otto Pfister, Trainer des größten",1,1,-1,-1,1.03916700599373e-06
191712,191712,"c26ge_2903","c26","c26ge","ge","c","intertextuality","ancient_sources","openpr.de","Modeunternehmen Deutschlands. </s><s> Auch weit über die Grenzen hat sich die Marke etabliert. </s><s> Mittlerweile kann man sich","von Kopf bis Fuß","mit... mehr </s> <gap/> <s> Am 4. Mai 2013 konnte Boxlegende Wladimir Klitschko seinen Schwergewichts-Weltmeistertitel im","Mittlerweile kann man sich von Kopf bis Fuß mit... mehr    Am 4.","Modeunternehmen Deutschlands.  Auch weit über die Grenzen hat sich die Marke etabliert.  Mittlerweile kann man sich von Kopf bis Fuß mit... mehr    Am 4. Mai 2013 konnte Boxlegende Wladimir Klitschko seinen Schwergewichts-Weltmeistertitel im",4,5,0,0,1.03916700599373e-06
195717,195717,"c26ge_6908","c26","c26ge","ge","c","intertextuality","ancient_sources","outdoorblognews.de","selbstreinigend und kann bei Bedarf sogar bei 60° C gewaschen werden. </s><s> Bild: Woolpower </s><s> Woolpower: Natürliche Wärme","von Kopf bis Fuß","</s><s> Das schwedische Traditionsunternehmen schafft mit seiner Kollektion ideale Voraussetzungen für Groß und Klein:","Bild: Woolpower  Woolpower: Natürliche Wärme von Kopf bis Fuß  Das schwedische Traditionsunternehmen schafft mit seiner Kollektion ideale Voraussetzungen für Groß und Klein:","selbstreinigend und kann bei Bedarf sogar bei 60° C gewaschen werden.  Bild: Woolpower  Woolpower: Natürliche Wärme von Kopf bis Fuß  Das schwedische Traditionsunternehmen schafft mit seiner Kollektion ideale Voraussetzungen für Groß und Klein:",5,5,1,0,1.03916700599373e-06
192171,192171,"c26ge_3362","c26","c26ge","ge","c","intertextuality","ancient_sources","piercing-magazin.de","ist,sonder danach wo Du ""dein Tattoo"" haben willst!!! </s><s> Ausserdem könnte Dir diese Frage nur jemand beantworten,der","von Kopf bis Fuss","tätowiert ist! </s><s> Und da bleibt dann denk ich mal nur ein müdes Lächeln für über!!! </s><s> Sicher gibt es Stellen, wo es","Ausserdem könnte Dir diese Frage nur jemand beantworten,der von Kopf bis Fuss tätowiert ist!","ist,sonder danach wo Du ""dein Tattoo"" haben willst!!!  Ausserdem könnte Dir diese Frage nur jemand beantworten,der von Kopf bis Fuss tätowiert ist!  Und da bleibt dann denk ich mal nur ein müdes Lächeln für über!!!  Sicher gibt es Stellen, wo es",1,3,0,-1,1.03916700599373e-06
190508,190508,"c26ge_1699","c26","c26ge","ge","c","intertextuality","ancient_sources","online.de","wegen seiner Atmung und dem Grund des Schreiens. </s><s> In einer Nacht musste er im Schlaflabor übernachten und war","von Kopf bis Fuß","an Kabel angeschlossen um Atmung und Herzschlag im Schlaf zu beobachten. </s><s> Der Kleine sah schlimm aus und er tat mir so","In einer Nacht musste er im Schlaflabor übernachten und war von Kopf bis Fuß an Kabel angeschlossen um Atmung und Herzschlag im Schlaf zu beobachten.","wegen seiner Atmung und dem Grund des Schreiens.  In einer Nacht musste er im Schlaflabor übernachten und war von Kopf bis Fuß an Kabel angeschlossen um Atmung und Herzschlag im Schlaf zu beobachten.  Der Kleine sah schlimm aus und er tat mir so",4,5,0,-1,1.03916700599373e-06
190484,190484,"c26ge_1675","c26","c26ge","ge","c","intertextuality","ancient_sources","home-deluxe-gmbh.de","Effekte zusätzlich. </s><s> Der Massagesessel ""Siesta"" massiert Sie mit seinen fünf unterschiedlichen Massagefunktionen","von Kopf bis Fuß",". </s><s> Als wahres Allround-Talent bietet er verschiedene, vorprogrammierte Massageeinstellungen, wie Shiatsu, Kneten","Der Massagesessel ""Siesta"" massiert Sie mit seinen fünf unterschiedlichen Massagefunktionen von Kopf bis Fuß .","Effekte zusätzlich.  Der Massagesessel ""Siesta"" massiert Sie mit seinen fünf unterschiedlichen Massagefunktionen von Kopf bis Fuß .  Als wahres Allround-Talent bietet er verschiedene, vorprogrammierte Massageeinstellungen, wie Shiatsu, Kneten",5,5,0,0,1.03916700599373e-06
195085,195085,"c26ge_6276","c26","c26ge","ge","c","intertextuality","ancient_sources","pressmap.de","""Factory Customizing"". </s><s> Und die Superlative liegt hier nicht in den Pferdestärken, sondern der Urkraft. </s><s> Ein fetter,","von Kopf bis Fuß","aus dem vollen Aluminiumblock CNC-gefräster V2-Motor mit 2,5 Liter Hubraum, bringt vielen modernen Turbo-Dieseln","Ein fetter, von Kopf bis Fuß aus dem vollen Aluminiumblock CNC-gefräster V2-Motor mit 2,5 Liter Hubraum, bringt vielen modernen Turbo-Dieseln","""Factory Customizing"".  Und die Superlative liegt hier nicht in den Pferdestärken, sondern der Urkraft.  Ein fetter, von Kopf bis Fuß aus dem vollen Aluminiumblock CNC-gefräster V2-Motor mit 2,5 Liter Hubraum, bringt vielen modernen Turbo-Dieseln",5,5,0,0,1.03916700599373e-06
191987,191987,"c26ge_3178","c26","c26ge","ge","c","intertextuality","ancient_sources","motosport.ch","Style immer unter Berücksichtigung der hohen KTM Qualitätsansprüche. </s> <gap/> <s> Und weil auch die kleinsten KTM-Fans","von Kopf bis Fuss","im KTM Outfit auf Tour gehen wollen, hält die Frühlingskollektion auch für sie hochwertige Wohlfühlklamotten wie zum","Und weil auch die kleinsten KTM-Fans von Kopf bis Fuss im KTM Outfit auf Tour gehen wollen, hält die Frühlingskollektion auch für sie hochwertige Wohlfühlklamotten wie zum","Style immer unter Berücksichtigung der hohen KTM Qualitätsansprüche.    Und weil auch die kleinsten KTM-Fans von Kopf bis Fuss im KTM Outfit auf Tour gehen wollen, hält die Frühlingskollektion auch für sie hochwertige Wohlfühlklamotten wie zum",5,5,0,0,1.03916700599373e-06
191952,191952,"c26ge_3143","c26","c26ge","ge","c","intertextuality","ancient_sources","impulsana.ch","die Qualität der Gewebe beeinflussen und in ihrer Funktion einschränken. </s><s> Infolge der Vernetzung des Bindegewebes","von Kopf bis Fuss","und von ganz innen bis an die Oberfläche, beeinflusst eine Läsion (""Spannungen im Gewebe"") das ganze System bzw. den","Infolge der Vernetzung des Bindegewebes von Kopf bis Fuss und von ganz innen bis an die Oberfläche, beeinflusst eine Läsion (""Spannungen im Gewebe"") das ganze System bzw.","die Qualität der Gewebe beeinflussen und in ihrer Funktion einschränken.  Infolge der Vernetzung des Bindegewebes von Kopf bis Fuss und von ganz innen bis an die Oberfläche, beeinflusst eine Läsion (""Spannungen im Gewebe"") das ganze System bzw. den",2,2,0,0,1.03916700599373e-06
196046,196046,"c26ge_7237","c26","c26ge","ge","c","intertextuality","ancient_sources","shop-014.de","... </s><s> Weleda - Granatapfel Die Weleda Granatapfel-Regenerationspflege bietet ein umfassendes Anti-Aging-System","von Kopf bis Fuss",". </s><s> Die Gesichts- und Körperpflegeprodukte sind auf die Bedürfnisse anspruchsvoller Haut speziell abgestimmt... </s>","...  Weleda - Granatapfel Die Weleda Granatapfel-Regenerationspflege bietet ein umfassendes Anti-Aging-System von Kopf bis Fuss .","...  Weleda - Granatapfel Die Weleda Granatapfel-Regenerationspflege bietet ein umfassendes Anti-Aging-System von Kopf bis Fuss .  Die Gesichts- und Körperpflegeprodukte sind auf die Bedürfnisse anspruchsvoller Haut speziell abgestimmt... ",5,5,0,0,1.03916700599373e-06
197026,197026,"c26ge_8217","c26","c26ge","ge","c","intertextuality","ancient_sources","perlenschmuck-anleitung.de","Mineralstoffen und Spurenelementen. </s><s> Die Milchsäure tut dem Säureschutzmantel der Haut gut, weshalb Milchprodukte","von Kopf bis Fuß","eingesetzt werden. </s><s> Wenn Sie angewärmte Milch oder Sahne zusammen mit Haferflocken, die die Haut klären und beruhigen","Die Milchsäure tut dem Säureschutzmantel der Haut gut, weshalb Milchprodukte von Kopf bis Fuß eingesetzt werden.","Mineralstoffen und Spurenelementen.  Die Milchsäure tut dem Säureschutzmantel der Haut gut, weshalb Milchprodukte von Kopf bis Fuß eingesetzt werden.  Wenn Sie angewärmte Milch oder Sahne zusammen mit Haferflocken, die die Haut klären und beruhigen",4,4,0,0,1.03916700599373e-06
191580,191580,"c26ge_2771","c26","c26ge","ge","c","intertextuality","ancient_sources","8ag.de","Stück für Stück per Fuß auf den Weg gemacht, die Köpfe der Computerbuch-Leser zu erobern – Titel wie Entwurfsmuster","von Kopf bis Fuß","präsentieren komplexe Lerninhalte unterhaltsam spielerisch und wer bis vor kurzem noch die Nase über ""unernsten""","Stück für Stück per Fuß auf den Weg gemacht, die Köpfe der Computerbuch-Leser zu erobern – Titel wie Entwurfsmuster von Kopf bis Fuß präsentieren komplexe Lerninhalte unterhaltsam spielerisch und wer bis vor kurzem noch die Nase über ""unernsten""","Stück für Stück per Fuß auf den Weg gemacht, die Köpfe der Computerbuch-Leser zu erobern – Titel wie Entwurfsmuster von Kopf bis Fuß präsentieren komplexe Lerninhalte unterhaltsam spielerisch und wer bis vor kurzem noch die Nase über ""unernsten""",5,5,0,0,1.03916700599373e-06
193056,193056,"c26ge_4247","c26","c26ge","ge","c","intertextuality","ancient_sources","wellnesshotel24.de","einfach mal zwischendurch: diesen Wellnessaufenthalt können Sie in vollen Zügen genießen. </s><s> Verwöhnende Massagen","von Kopf bis Fuß","schenken Ihnen wahres Wohlgefühl den ganzen Tag hindurch. </s> <gap/> <s> 3 Nächte, </s> <gap/> <gap/> <s> Bad Kissingen im schönen","Verwöhnende Massagen von Kopf bis Fuß schenken Ihnen wahres Wohlgefühl den ganzen Tag hindurch.","einfach mal zwischendurch: diesen Wellnessaufenthalt können Sie in vollen Zügen genießen.  Verwöhnende Massagen von Kopf bis Fuß schenken Ihnen wahres Wohlgefühl den ganzen Tag hindurch.    3 Nächte,     Bad Kissingen im schönen",5,5,1,1,1.03916700599373e-06
195499,195499,"c26ge_6690","c26","c26ge","ge","c","intertextuality","ancient_sources","jagdhof-roehrnbach.de","<s> Ein paar Verwöhntage in einem Wellnesshotel in Bayern lässt Sie spüren, wie sich mit Streicheleinheiten für die Seele","von Kopf bis Fuß","ein rundum relaxtes Gefühl im Körper einstellt. </s><s> Zudem haben Sie in einem Wellnesshotel in Bayern die Möglichkeit, in"," Ein paar Verwöhntage in einem Wellnesshotel in Bayern lässt Sie spüren, wie sich mit Streicheleinheiten für die Seele von Kopf bis Fuß ein rundum relaxtes Gefühl im Körper einstellt."," Ein paar Verwöhntage in einem Wellnesshotel in Bayern lässt Sie spüren, wie sich mit Streicheleinheiten für die Seele von Kopf bis Fuß ein rundum relaxtes Gefühl im Körper einstellt.  Zudem haben Sie in einem Wellnesshotel in Bayern die Möglichkeit, in",4,4,1,1,1.03916700599373e-06
191198,191198,"c26ge_2389","c26","c26ge","ge","c","intertextuality","ancient_sources","sbch.ch","Schminkbar, ""weil ich realisiert habe, dass es keinen Ort gibt, wo sich Frauen in einem schönen, entspannenden Rahmen","von Kopf bis Fuss","verwöhnen und verschönern lassen können"", so Bea Petri. </s><s> Damals war Petri als freie Maskenbildnerin tätig und","Schminkbar, ""weil ich realisiert habe, dass es keinen Ort gibt, wo sich Frauen in einem schönen, entspannenden Rahmen von Kopf bis Fuss verwöhnen und verschönern lassen können"", so Bea Petri.","Schminkbar, ""weil ich realisiert habe, dass es keinen Ort gibt, wo sich Frauen in einem schönen, entspannenden Rahmen von Kopf bis Fuss verwöhnen und verschönern lassen können"", so Bea Petri.  Damals war Petri als freie Maskenbildnerin tätig und",1,1,1,1,1.03916700599373e-06
190922,190922,"c26ge_2113","c26","c26ge","ge","c","intertextuality","ancient_sources","dr-von-essen.de","wie beim Rheuma. </s> <gap/> <s> Ganzkörperknochenszintigramm </s><s> Bei der Ganzkörperszintigraphie wird der ganze Körper","von Kopf bis Fuß","dargestellt. </s><s> Hierzu werden in Doppelkopfkameras eingesetzt. </s><s> Die offene Bauweise der Kameras lässt Platzangst erst","Ganzkörperknochenszintigramm  Bei der Ganzkörperszintigraphie wird der ganze Körper von Kopf bis Fuß dargestellt.","wie beim Rheuma.    Ganzkörperknochenszintigramm  Bei der Ganzkörperszintigraphie wird der ganze Körper von Kopf bis Fuß dargestellt.  Hierzu werden in Doppelkopfkameras eingesetzt.  Die offene Bauweise der Kameras lässt Platzangst erst",3,4,0,0,1.03916700599373e-06
194984,194984,"c26ge_6175","c26","c26ge","ge","c","intertextuality","ancient_sources","customcount.de","steht wie in den Weiten der unberührten Natur. </s><s> Im Vordergrund steht eine robuste und funktionale Kleidung, natürlich","von Kopf bis Fuß","gefällig aufeinander abgestimmt. </s><s> Mit den Camel Active Taschen werden dem Mann kernige Taschen in verschiedenen","Im Vordergrund steht eine robuste und funktionale Kleidung, natürlich von Kopf bis Fuß gefällig aufeinander abgestimmt.","steht wie in den Weiten der unberührten Natur.  Im Vordergrund steht eine robuste und funktionale Kleidung, natürlich von Kopf bis Fuß gefällig aufeinander abgestimmt.  Mit den Camel Active Taschen werden dem Mann kernige Taschen in verschiedenen",4,5,0,0,1.03916700599373e-06
195058,195058,"c26ge_6249","c26","c26ge","ge","c","intertextuality","ancient_sources","rss-nachrichten.de","Leben hat, wo es gefährlich wird und wo wir davon profitieren können. </s> <gap/> <s> Das neue Quarks & Co E-Book ist fertig ""","Von Kopf bis Fuß","- Entdeckungen im menschlichen Körper"" können Sie im iBookstore als iPad-Version downloaden oder als PDF mit","Das neue Quarks & Co E-Book ist fertig "" Von Kopf bis Fuß - Entdeckungen im menschlichen Körper"" können Sie im iBookstore als iPad-Version downloaden oder als PDF mit","Leben hat, wo es gefährlich wird und wo wir davon profitieren können.    Das neue Quarks & Co E-Book ist fertig "" Von Kopf bis Fuß - Entdeckungen im menschlichen Körper"" können Sie im iBookstore als iPad-Version downloaden oder als PDF mit",5,5,0,0,1.03916700599373e-06
